ID,Author,Authsex,Bibliography,Comment,Conglomerate,Date,Dateorig,Genre,Lang,Medium,Name,Origlang,Subtype,Translation,Type,Dateorig_upraveny
2023-10-23-c-1,Ľudo Ondrejov,msc,"Ondrejov, Ľudo: Príhody v divočine. Bratislava: Slovenský spisovateľ 1968. 344 s.",,Ľudo Ondrejov - Príhody v divočine,1968,1940,col,slk,lib,Príhody v divočine,YYY,pro,org,img,1940
2024-01-31-a-1,Mária Ďuríčková,fem,"Ďuríčková, Mária:  My z ôsmej A. Bratislava: Mladé letá 1975. 102 s.",,Mária Ďuríčková -  My z ôsmej A,1975,1960,col,slk,lib,My z ôsmej A,YYY,pro,org,img,1960
2024-02-21-d-1,Rudolf Jašík,msc,"Jašík, Rudolf: Na brehu priezračnej rieky. Bratislava: Slovenský spisovateľ 1956. 272 s.",edícia Pôvodná próza,Rudolf Jašík - Na brehu priezračnej rieky,1956,1956,nov,slk,lib,Na brehu priezračnej rieky,YYY,pro,org,img,1956
2024-02-21-g-1,Mária Rázusová-Martáková,fem,"Rázusová-Martáková, Mária: Zlatá podkova, zlaté pero, zlatý vlas. Bratislava: Mladé letá 1959. 26 s.",,"Mária Rázusová-Martáková - Zlatá podkova, zlaté pero, zlatý vlas",1959,1954,col,slk,lib,"Zlatá podkova, zlaté pero, zlatý vlas",YYY,pro,org,img,1954
2024-03-01-c-1,Julo Bolfík,msc,"Bolfík, Julo: Tajomstvo skalného výbežku. Levoča: E. Singer 1939. 80 s.",,Julo Bolfík - Tajomstvo skalného výbežku,1939,1939,nov,slk,lib,Tajomstvo skalného výbežku,YYY,pro,org,img,1939
2024-03-01-q-1,J. C. Hronský,msc,"Hronský, J. C.: Zlatý dážď. Trnava: Spolok Sv. Vojtecha 1933. 62 s.",,J. C. Hronský - Zlatý dážď,1933,1933,col,slk,lib,Zlatý dážď,YYY,pro,org,img,1933
2024-03-01-s-1,Dobroslav Chrobák,msc,"Chrobák, Dobroslav: Kamarát Jašek. Praha, Bratislava: L. Mazáč 1937. 213 s.",kniha pozostáva z 8 noviel,Dobroslav Chrobák - Kamarát Jašek,1937,1937,col,slk,lib,Kamarát Jašek,YYY,pro,org,img,1937
2024-03-04-a-1,Jonatan Dobroslav Čipkay,msc,"Čipkay, Jonatan Dobroslav: Zkapaný diamant. Turčiansky Sv. Martin: J. Gašparík 1904. 51 s.",,Jonatan Dobroslav Čipkay - Zkapaný diamant,1904,1904,col,slk,lib,Zkapaný diamant,YYY,pro,org,img,1904
2024-03-04-d-1,YYY,YYY,Dobrý človek. Pešť: Tiskem Victora Hornyánského 1873. 25 s.,,Dobrý človek,1873,1873,col,slk,lib,Dobrý človek,YYY,pro,org,img,1873
2024-03-04-i-1,YYY,YYY,"Bolo raz. Jack, vražditel oborov. Bratislava: Nakladateľstvo slovenskej ľudovej literatúry Ladislav Bleier 1921. 36 s.",edícia Povesti z celého sveta. Sväzok 12.,"Bolo raz. Jack, vražditel oborov",1920,1921,col,slk,lib,"Bolo raz. Jack, vražditel oborov",YYY,pro,org,img,1921
2024-03-04-q-1,Katarína Lazarová,fem,"Lazarová, Katarína: Traja s neba. Turčiansky Sv. Martin: Matica slovenská 1950. 171 s.",,Katarína Lazarová - Traja s neba,1950,1950,nov,slk,lib,Traja s neba,YYY,pro,org,img,1950
2024-03-04-s-1,Božena Mačingová,fem,"Mačingová, Božena: Plechové srdiečka. Bratislava: Slovenské nakladateľstvo detskej knihy 1953. 365 s.",,Božena Mačingová - Plechové srdiečka,1953,1953,col,slk,lib,Plechové srdiečka,YYY,pro,org,img,1953
2024-03-04-v-1,Ján Natšin,msc,"Natšin, Ján: Život včiel. Zábavno-poučná rozprávka pre mladých a starých. Liptovský svätý Mikuláš: Tranoscius 1943. 95 s.",,Ján Natšin - Život včiel,1943,1943,col,slk,lib,Život včiel,YYY,pro,org,img,1943
2024-03-04-y-1,Andrej Plávka,msc,"Plávka, Andrej: Návrat Petra Hugáňa. Bratislava: Tatran 1949. 168 s.",edícia Prameň,Andrej Plávka - Návrat Petra Hugáňa,1949,1949,col,slk,lib,Návrat Petra Hugáňa,YYY,pro,org,img,1949
2024-03-05-b-1,Puritán,msc,Puritán: Z našich mlynov. Humoresky. Ružomberok: Ján Párička 1915. 102 s.,Puritán (Pavel Stacho),Puritán - Z našich mlynov,1915,1915,col,slk,lib,Z našich mlynov,YYY,pro,org,img,1915
2024-03-05-g-1,Marek Rozmarín,msc,"Rozmarín, Marek: Povesť o Turovi. Turč. Sv. Martin: Tlačou a nákladom kníhtlačiarsko-účastinárskeho spolku 1899. 24 s.",Marek Rozmarín (Viliam Paulíny-Tóth),Marek Rozmarín - Povesť o Turovi,1899,1873,col,slk,lib,Povesť o Turovi,YYY,pro,org,img,1873
2024-03-05-h-1,Franko Chvojnický,msc,"Chvojnický, Franko: Smejme sa! Sbierka vtipov, žartov, smiechot a hádanok. T. S. Martin: Kníhtlačiarsko-účastinársky spolok 1870. 48 s.",,Franko Chvojnický - Smejme sa!,1870,1870,sen,slk,lib,Smejme sa!,YYY,pro,org,img,1870
2024-03-05-j-1,Somolický,msc,Somolický: Striga a Doviedol somára miesto kravy. Dve rozprávky zo života. Turčiansky Sv. Martin: J. Gašparík 1918. 20 s.,Somolický (Izidor Žiak),Somolický - Striga a Doviedol somára miesto kravy,1918,1909,col,slk,lib,Striga a Doviedol somára miesto kravy,YYY,pro,org,img,1909
2024-03-05-l-1,Kornel Stodola,msc,"Stodola, Kornel: Zo Španielska. Zápisky cestovateľa. Turčiansky Sv. Martin: Kníhtlačiarsky Sv. Martin 1914. 68 s.","odtisk zo Slovenských Pohľadov, 1914",Kornel Stodola - Zo Španielska,1914,1914,fac,slk,lib,Zo Španielska,YYY,pro,org,img,1914
2024-03-05-m-1,Timrava,fem,Timrava: Márnosť všetko. Turčiansky Sv. Martin: Nákladom Kníhtlačiarskeho účastinárskeho spolku 1908. 63 s.,,Timrava - Márnosť všetko,1908,1908,col,slk,lib,Márnosť všetko,YYY,pro,org,img,1908
2024-03-05-p-1,Svetozár Hurban Vajanský,msc,"Hurban Vajanský, Svetozár: Mier duše. Turčiansky Sv. Martin: Tlačou a nákladom Kníhtlačiarskeho účast. spolku 1907. 74 s.",,Svetozár Hurban Vajanský - Mier duše,1907,1881,col,slk,lib,Mier duše,YYY,pro,org,img,1881
2024-03-05-q-1,Terézia Vansová,fem,"Vansová, Terézia: Danko a Janko. Dobrodružstvá malých hrdinov. Turčiansky Sv. Martin: Tlačou Neografie 1943. 132 s.",,Terézia Vansová - Danko a Janko,1943,1905,nov,slk,lib,Danko a Janko,YYY,pro,org,img,1905
2024-03-05-r-1,H. Vinohradský,msc,"Vinohradský, H.: Priekopy smrti. Bratislava: Vydáva Hlavná správa osvety a výchovy MNO 1945. 15 s.","edícia Knižnica vojaka, tlačou kníhtlačiarne Pravda, fil. v Žiline",H. Vinohradský - Priekopy smrti,1945,1945,fac,slk,lib,Priekopy smrti,YYY,pro,org,img,1945
2024-03-18-a-1,Jozef Gregor-Tajovský,msc,"Gregor-Tajovský, Jozef:  Tŕpky. Ružomberok: Ján Párička 1911. 103 s.",,Jozef Gregor-Tajovský -  Tŕpky,1911,1911,col,slk,lib,Tŕpky,YYY,pro,org,img,1911
2024-03-18-b-1,Janko Jesenský,msc,"Jesenský, Janko: Malomestské rozprávky. Ružomberok: Ján Párička 1913. 102 s.",,Janko Jesenský - Malomestské rozprávky,1913,1913,col,slk,lib,Malomestské rozprávky,YYY,pro,org,img,1913
2024-04-08-b-1,Martin Kukučín,msc,"Kukučín, Martin: Dies irae. Turčiansky sv. Martin: Vydanie kníhkupecko-nakladateľského spolku 1893. 99 s.",,Martin Kukučín - Dies irae,1893,1893,col,slk,lib,Dies irae,YYY,pro,org,img,1893
2024-04-08-c-1,Dominik Tatarka,msc,"Tatarka, Dominik: Radostník. Bratislava: Slovenský spisovateľ 1954. 232 s.",,Dominik Tatarka - Radostník,1954,1954,nov,slk,lib,Radostník,YYY,pro,org,img,1954
2024-05-03-d-1,Ľudo Zúbek,msc,"Zúbek, Ľudo: Jar Adely Ostrolúckej. Bratislava: Mladé letá 1977. 247 s.",,Ľudo Zúbek - Jar Adely Ostrolúckej,1977,1957,nov,slk,lib,Jar Adely Ostrolúckej,YYY,pro,org,img,1957
2024-05-03-e-1,Jozef Cíger Hronský,msc,"Cíger Hronský, Jozef: Jozef Mak. Turčiansky Sv. Martin: Matica slovenská 1933. 367 s.","edícia Knižnica Slovenských pohľadov, sv. 26",Jozef Cíger Hronský - Jozef Mak,1933,1933,nov,slk,lib,Jozef Mak,YYY,pro,org,img,1933
2024-05-22-a-1,Ivan Horváth,msc,"Horváth, Ivan: Človek na ulici. Praha: Sväz slovenského študentstva v Bratislave, nákladom Leopolda Mazáča 1928. 200 s.",Edícia mladých slovenských autorov,Ivan Horváth - Človek na ulici,1928,1928,col,slk,lib,Človek na ulici,YYY,pro,org,img,1928
2024-05-22-b-1,Vladimír Mináč,msc,"Mináč, Vladimír: Smrť chodí po horách. Bratislava: Tatran 1950. 182 s.",edícia Prameň,Vladimír Mináč - Smrť chodí po horách,1950,1947,nov,slk,lib,Smrť chodí po horách,YYY,pro,org,img,1947
2024-06-12-a-1,Ján Bodenek,msc,"Bodenek, Ján: Ivkova biela mať. Ivkova biela mať. Turčiansky Sv. Martin: Matica slovenská 1938. 211 s.",,Ján Bodenek - Ivkova biela mať,1938,1938,nov,slk,lib,Ivkova biela mať,YYY,pro,org,img,1938
2024-06-12-c-1,Martin Kukučin,msc,"Kukučin, Martin: Neprebudený. In: Sobrané Spisy Martina Kukučina. Sväzok I. Turčiansky Sv. Martin: Nákladom Kníhtlačiarskeho účastinárskeho spolku 1910. 84 s.",,Martin Kukučin - Neprebudený,1910,1886,nov,slk,lib,Neprebudený,YYY,pro,org,img,1886
2024-06-12-d-1,Dominik Tatarka,msc,"Tatarka, Dominik: Prvý a druhý úder. Bratislava: Pravda 1950. 324 s.",edícia Krásna próza,Dominik Tatarka - Prvý a druhý úder,1950,1950,nov,slk,lib,Prvý a druhý úder,YYY,pro,org,img,1950
2024-06-12-e-1,Terézia Vansová,fem,"Vansová, Terézia: Sirota Podhradských. Ružomberok: Tlačou a nákladom Karola Salvu 1889. 293 s.","prvý román v slovenskej literatúre, napísaný ženskou autorkou",Terézia Vansová - Sirota Podhradských,1889,1889,nov,slk,lib,Sirota Podhradských,YYY,pro,org,img,1889
2024-06-27-a-1,Július Barč-Ivan,msc,"Barč-Ivan, Július: Husličky z javora. Bratislava: Slovenský spisovateľ 1957. 196 s.","edícia Krídla, zv. 2",Július Barč-Ivan - Husličky z javora,1957,1957,nov,slk,lib,Husličky z javora,YYY,pro,org,img,1957
2024-06-27-b-1,Ján Hrušovský,msc,"Hrušovský, Ján: Takí sme boli. Bratislava: Slovenský spisovateľ 1965. 148 s.",edícia Krídla,Ján Hrušovský - Takí sme boli,1965,1920,col,slk,lib,Takí sme boli,YYY,pro,org,img,1920
2024-07-03-c-1,František Hečko,msc,"Hečko, František: Drevená dedina. Bratislava: Slovenský spisovateľ 1955. 588 s.","edícia Pôvodná próza, zv. 66",František Hečko - Drevená dedina,1955,1955,nov,slk,lib,Drevená dedina,YYY,pro,org,img,1955
2024-07-30-c-1,Peter Jilemnický,msc,"Jilemnický, Peter: Víťazný pád. Praha: L. Mazáč 1929. 202 s.","edícia Mazáčova slovenská knižnica, sv. XI.",Peter Jilemnický - Víťazný pád,1929,1929,nov,slk,lib,Víťazný pád,YYY,pro,org,img,1929
